domain,length,entropy,label
support.coutous.edu,19,3.155565,0
blog.etleetla.tech,18,3.086049,0
static.gimi.gov,15,3.189898,0
support.ouov.gov,16,3.0,0
assets.kaamyo.co,16,3.155639,0
auth.uruf.net,13,3.026987,0
assets.itkeatyace.co,20,3.170951,0
d2hENHelsqQJX5wosFllMGAkWuk07olbJKd.shqNTvIqAOh=n+kGRJn6.QShnGeSZilJfX6BaXinA.TPZXQXG13jhyIDeUTgOJ+u0=H.tunnel.io,113,5.419718,1
8e507352c3c5c074685fee9e.4e80b9ef22df04e93c2f693570.2c7e8734acd5a798c08cd9cfd8a80080.tunnel.io,94,4.126606,1
login.raro.app,14,3.093069,0
PVgy+iadd5lTulVsmcH3ADEMAQ31P0.x1NrlOadSQu8yPKuHu+J.L0FahTwAmuc5jec4LmG8.qCKmqnliZGJdIoSC3ZhdkS2CW+.botnet.xyz,110,5.548424,1
www.gakaye.net,14,3.039149,0
onoavi.com,10,2.846439,0
f1fc15f9f8b296dc222ac7afeccfc8b.36cbd103cc35a45d463fdade3dfcd1.5d0788de5f2897b8c016fc5a.755b7ed5ebc86132b711e20359126646.c2server.net,133,4.17568,1
static.oacosioc.info,20,3.046439,0
www.oxeake.co,13,2.873141,0
blog.uefulubye.edu,18,3.127987,0
assets.unem.com,15,3.189898,0
static.movamooc.gov,19,3.195296,0
static.zazasa.biz,17,2.866587,0
media.liem.info,15,3.189898,0
shop.alosos.gov,15,2.923231,0
mail.nale.info,14,3.093069,0
assets.bitidadi.net,19,3.076103,0
1f964c8c4993537bc49a589b.81e4c472299aa5e83591c86c0167a.tunnel.io,64,4.179633,1
login.otyopa.app,16,3.155639,0
auth.cuhapale.app,17,2.984234,0
docs.soudko.net,15,3.189898,0
Fc=w8BUH9Fzdt+zprJYh60+E4+jhWCm.lc3=UNrvvkdmsUa6B0JCVvC65p1bm.exfil.ru,70,5.271582,1
adV75M94y0T3nAOVnnnX3vIgkQ.CdubBcLVzPwyu1qC1BNZcKVRTvDgHywce.8PteBQghBXrbbPwNc5a9kdBw.data-exfil.com,100,5.433919,1
25THV4MKHLllwyhzb42joT+Q/Ogv.pZ9tKCRwGlTEIcgNdE8zQecqDiy.geLULjvTSDZnunL6jlE5m.tunnel.io,88,5.361373,1
api.orirenhi.org,16,3.155639,0
login.repo.org,14,3.039149,0
6mKp=KbinXm3KgnG6i5=X4mAm/U+eT2T7.5/GJj5ZGkgi0dU/wFqFC4I.NkHqzQv+cXJcFonEqs9XSAP=.tunnel.io,91,5.399071,1
e98e6276f54e8a947665279c62a73b7.d306c3ca6538bbd0b2f7.8dfcacc352c6395b897a3fcf4724.4c58e5662c9aff3d8084694638f3.exfil.ru,119,4.103084,1
media.maot.com,14,3.039149,0
shop.pisoga.org,15,3.056565,0
support.opro.dev,16,3.155639,0
docs.vino.org,13,3.180833,0
mail.kuufut.app,15,3.189898,0
G=0z4rywOkk2Cm=qnGIJBIrdks1iTZzB.VXMtoeqqmlpuvA4ZmwqxuZNOVoWsm1Mai.evil-corp.net,80,5.255875,1
media.enenesno.co,17,3.101881,0
assets.adlugu.app,17,3.175123,0
mail.yepe.dev,13,3.180833,0
support.utotudto.com,20,3.084184,0
blog.votion.biz,15,3.189898,0
docs.lessop.net,15,3.189898,0
bjbWb5D4+Y0sbD+Iy=/woU8XXBWYIU0eb.gGQ4l8hW41pKABpy/BxtddQWYMD.exfil.ru,70,5.10951,1
static.obti.info,16,3.155639,0
login.idid.dev,14,2.985228,0
assets.idippo.io,16,3.030639,0
support.itripupu.org,20,3.046439,0
9fc43cb80de505ff110f30f.e5d0161e1e01dd8f6aef71f55.b803b9c493f196ef55ceeba6dd281c.evil-corp.net,94,4.242989,1
support.seusse.tech,19,3.155565,0
7fV72XuiO9yycmVi5hdpklD2H.je4i8B5ojFVaS0mjAyGxEZ.GOIUZTJRRRryiAVch4ZMS.Qhm+ZwiNGcp+LGs59881U3z.data-exfil.com,109,5.5237,1
static.geed.tech,16,3.155639,0
docs.ovucye.gov,15,3.189898,0
api.fewele.dev,14,3.093069,0
a785f80e398204c831555d0464ef9be.f7c32a14279956946c4ae2d.15a88341810662be365674.evil-corp.net,92,4.373569,1
docs.adingdaod.com,18,3.127987,0
6fDf+Go2VD6G9UDDOB3qjY8GAoPG1.Qt2JKy4GNu=a3pI9LbBfmZPeKC7W.sd5bkAqNeST8b88dTOUCK9fx.botnet.xyz,94,5.433482,1
static.iesu.co,14,3.093069,0
shop.helo.tech,14,3.039149,0
blog.hoci.info,14,3.182006,0
www.leri.tech,13,3.026987,0
mail.micazoan.app,17,3.146286,0
1BikseTFR6KRWHT+elK7GO4AemiXo.uHRbTrjFjl2QSNvION4H9MDozTttWgAy2qg.OAG9RYil88F/a7vuol8XL6bnBy13N5cOf.botnet.xyz,110,5.544641,1
blog.fediie.io,14,3.039149,0
GGy+JaD80X4M+Nmg9Qk6l.kRXlHeyNAwU9bAD/QGMg.3QvsOJ7LjNKhLrVa/KGoq=NndW.8WYpAruHgt+UYvJy+bSj/nlEB.tunnel.io,105,5.551017,1
api.peicopesce.net,18,3.127987,0
blog.deicie.edu,15,3.189898,0
shop.huum.com,13,2.931209,0
blog.odtefo.dev,15,3.189898,0
login.viziig.dev,16,3.125,0
fV2q9oz6sxn8+fygpkmde7.IPm3pCUILCZ6zl/Tq6SOvqbQC8EiYfDVT.kPI3iZNXEAEDrTgqLdXF.nKRrsGT2RDizxIsAz7ph9Cq5tmYWbR.botnet.xyz,119,5.561688,1
PpRI=5yH9g1dZY08F/LUbGZIp+ZAc9zb5M5.pb8A6w2tXkwtIehTKSf0/uCBGtOq5jhD.CUV3kxwFZ3y=vffz=u7mfzd68.tunnel.io,104,5.642371,1
blog.ligiicgi.info,18,2.927451,0
www.roum.net,12,3.022055,0
blog.ubgu.com,13,2.931209,0
88d6510f384c696ad38e.716390e6298b3d1aa94c105.c2ad43014cfbe7e2c0dcb06c8bf4.ee4c51866e70762305ff75a2ca.c2server.net,113,4.234193,1
shop.dejego.edu,15,3.189898,0
177cdb6ab486fda2cd3de9c8d.0cc571dc351ac6c016912d1a9261459f919.c2server.net,74,4.161279,1
blog.ingerdo.io,15,3.189898,0
auth.yautubbite.biz,19,3.181366,0
www.oxofos.gov,14,2.753434,0
7c94912b703af9b717ed668752.5b4043369186986f3eb554.c2server.net,62,4.253259,1
mail.vaniseli.app,17,3.175123,0
cdn.ulud.io,11,2.913977,0
cdn.dekuedjo.co,15,3.056565,0
static.imtion.co,16,3.030639,0
static.niiahe.tech,18,3.086049,0
cdn.eton.io,11,2.913977,0
static.eaci.co,14,2.896292,0
www.huim.net,12,3.022055,0
api.tariwiar.gov,16,3.155639,0
blog.leoa.com,13,3.026987,0
api.enje.tech,13,3.180833,0
cdn.doue.edu,12,2.688722,0
cdn.oxud.app,12,3.084963,0
auth.alcuutpu.tech,18,3.016876,0
shop.ubowos.gov,15,3.106891,0
docs.opma.gov,13,3.180833,0
api.umnesspinessin.net,22,3.118078,0
login.jojaob.org,16,3.125,0
media.waim.net,14,3.093069,0
cdn.zila.app,12,3.084963,0
auth.waac.dev,13,3.180833,0
docs.coot.com,13,2.565448,0
www.taoaneuawa.co,17,2.910992,0
1d70df37e448a04d13473843c.02097a02bb13725971b7c8a4bd2763c41.79bdb93baabe86f1044073a.data-exfil.com,98,4.207267,1
assets.emia.edu,15,3.006239,0
56d36412ec9b706f87f002b9bc6.018a7eab5a3622cfb13ff47c865.aaf71f2a69fcf727b803b472b56efc53.492e13f007b6e0e8ea880d.data-exfil.com,126,4.246623,1
static.iauttu.dev,17,3.146286,0
cdn.innava.com,14,3.039149,0
docs.beio.org,13,3.180833,0
650bdc13c67f55fdc95d.5fed34f5ad4702415777.e13a96094d9b9eb7145c327f7ee278988.data-exfil.com,90,4.295144,1
auth.soup.co,12,3.084963,0
auth.geuc.tech,14,2.950212,0
assets.ablepu.net,17,3.175123,0
auth.jamuku.io,14,3.182006,0
login.iegolezeie.co,19,3.010571,0
support.onte.io,15,3.189898,0
docs.vusa.app,13,3.085055,0
docs.oror.biz,13,3.026987,0
+OHnaV4okpOv66PZcmBi9adgG.HUJ8cd7orFSqQfqhG/4JcOI6chKIn.cHv3t9G+R6N7/YnJZNE5uW90vUWU2h9.evil-corp.net,101,5.462231,1
blog.onkipo.info,16,3.125,0
auth.gapa.gov,13,3.026987,0
support.ruopip.biz,18,3.169925,0
PD=1vWGBWgUUOllitGmXKt8.qCEZzmNowI+AlCB77uaOhfb.6AqbKxTtTkFgT6JCbgF8Q74it.data-exfil.com,88,5.395241,1
shop.eses.biz,13,3.026987,0
mail.feputepa.app,17,3.101881,0
static.otne.io,14,3.039149,0
docs.etio.org,13,3.180833,0
mail.elanea.tech,16,3.155639,0
cdn.fogi.info,13,2.931209,0
docs.roloerul.com,17,3.146286,0
media.meimhe.gov,16,3.155639,0
kmb9knau9Q14RlCPBfPktFj/UidICH.QBQwF+hPf7VBxwwtIWYUyDcyz1BcDS.42IRRWtn4a1l7yEScyZC/cJbvGNX/ca1g/r.exfil.ru,106,5.457465,1
47ddc3dfdfbe37f4892c506b8.b54a7bf7853208695825.9938538eb480386f099bd9b.tunnel.io,80,4.167731,1
assets.ofno.com,15,3.139572,0
65ad8820fa1ba80acd7ebe4bfd5897d56bd.02e2666ce7b0186a4e7443dfec303b.e83ae8c35d831bcb324a480a7029a1bb.a04d3d3c369d834edc162cfc1b6eea1063.c2server.net,147,4.152407,1
www.kisiofmo.co,15,3.006239,0
support.cuovur.org,18,3.155222,0
auth.udzaea.biz,15,3.189898,0
ucweam.tech,11,3.095795,0
login.tage.net,14,3.093069,0
static.inancesoneon.net,23,3.083587,0
blog.koun.gov,13,3.026987,0
12f87614509d1fbb395acdef.8b71e509778bd39961d6d.4b8c03f7824562d6d4e0ef2fe375e326.botnet.xyz,90,4.280743,1
assets.imante.tech,18,3.155222,0
cdn.ubouou.biz,14,3.039149,0
cdn.nofoov.app,14,3.039149,0
media.odgori.org,16,3.07782,0
auth.adsu.dev,13,3.085055,0
fuousyo.io,10,2.646439,0
blog.oxous.biz,14,3.182006,0
auth.behuea.edu,15,2.872906,0
www.buable.edu,14,2.896292,0
www.lifeia.org,14,3.182006,0
docs.dious.io,13,2.719295,0
cdn.usun.app,12,2.918296,0
bv+vTHi9PI5Vo07dnO/vL.7LqARzmJDrEnGVa7dTAcs=+Iz./IKTkrZOloub1x/z+2ZCLJs9Gax3TaB.kZZmAAPt7IFmU0u1fpueH.evil-corp.net,115,5.541895,1
media.anance.co,15,3.056565,0
shop.acor.com,13,3.026987,0
media.dirile.app,16,3.07782,0
8hYEhwt3zuD4OBzKcS8StbJ9No.2JIrAvT7krE/iSc/hvpoYOKrt.w0FO2EWk8rfd7xPdaAzDyncxQ.exfil.ru,87,5.357844,1
cdn.idun.net,12,2.855389,0
media.odedtegi.co,17,3.175123,0
blog.ocpi.info,14,3.182006,0
static.uaboac.com,17,3.175123,0
6d080de06c9a0cb8d9a0bac1829d.c4217fb21fef0ad1fa88fc36f44.evil-corp.net,70,4.330889,1
www.abnilo.gov,14,3.182006,0
docs.ovwe.org,13,3.180833,0
1504035bc593efb6f421c23.0e968a1632be01e55d0d.tunnel.io,54,4.239175,1
abhotafe.io,11,3.095795,0
4096e81224de81491e7a9b5410079c0eada.8ea84430596614c601ad3e8ea9.exfil.ru,71,4.11017,1
api.urit.edu,12,3.084963,0
docs.enless.tech,16,3.155639,0
IFf8ZR2fXphkEYyfsCiivZk.YfsQOpCL3z97EbLo3Q92.7CdONmanY8yzmt44cVl3GMl.eUYKuxoShVGX1O+B2/TE7Og6vB.exfil.ru,104,5.580214,1
shop.nessmi.net,15,3.189898,0
hiespe.org,10,3.121928,0
a5ad93bf9ea44ae9bfcfd259.3aff2e567745daa770d731fff9.c1f7240e99bb43fb925c25ab86cfef.0e3329e1531c812e0c3b7b4f68b5277d1ed.c2server.net,131,4.174318,1
36ac9ff6c53f4c9066466c7.4e617f301e5ddfa836f4a50c44d46a7.cd7799a65eff01cf1d4ca6d43b8.exfil.ru,92,4.044853,1
ingovce.info,12,3.084963,0
mazoet.com,10,2.921928,0
cdn.ovme.gov,12,3.084963,0
auth.iamavu.gov,15,3.189898,0
Rd34UI1XBY6xHAKPBY8iwYxoGnGd.aZC8o7Df+He3hkpJm5RkK5.06+4f+fTULpctsDaYTsrfi=suSsaAK.MGvpP3mUdBrRad2a/VItWg.evil-corp.net,119,5.615171,1
assets.juru.net,15,3.056565,0
login.cowo.app,14,3.182006,0
blog.beic.gov,13,3.085055,0
mail.rial.com,13,2.931209,0
login.ofoupi.io,15,2.923231,0
www.mentsoness.info,19,3.181366,0
5df2b4d61d025b096efb2e2681.566cc34df66d1518eb9bd20.c3c5c666f28def1d8f805ee2dc1.f675fc1a1c7ea4818ff8a7d08eb0ca6b02b.c2server.net,127,4.116704,1
iizJW0g7euIB9U5SX0UnTPskIGSkMH.WU++=LyjG5ygip1Tsh5GpIHqNKR2pOW0A0X.botnet.xyz,77,5.295436,1
34df43b16f7236aaac60ed.1b89377544e78a146d957e2ca.tunnel.io,58,4.321885,1
www.iseted.biz,14,3.039149,0
auth.goorzo.org,15,2.973557,0
login.tece.tech,15,3.189898,0
auth.lazeac.net,15,3.189898,0
5a434aff70c6022b977a9833c711.5663ce6c507e21dc16d40e5aa4.927f82ccf45dc58f65e832e40c699f49c54.botnet.xyz,102,4.260627,1
login.lapi.biz,14,3.182006,0
6ZJqdbkxTRriMY8fR81Ac5VDk+B+pZkC.WzxcNI4Hl1LrTLTSwkGJd2AM4L.evil-corp.net,73,5.343599,1
login.icow.org,14,3.039149,0
media.emea.org,14,3.039149,0
api.inov.org,12,3.084963,0
media.eslapeic.app,18,3.155222,0
www.uano.tech,13,3.180833,0
media.liop.io,13,3.026987,0
auth.cemoueua.tech,18,3.086049,0
60962dcc438983498c5c8c5a.6eaed5eca7ea32bac146154eac24ea602.c6b7bc319b27fc129e946d492.6203150b9fa85b71c710acc.exfil.ru,117,4.171965,1
auth.itupou.app,15,2.872906,0
assets.geness.info,18,3.038562,0
support.tosu.io,15,2.923231,0
cdn.buup.co,11,2.913977,0
auth.caheheze.dev,17,3.101881,0
blog.lesseroret.io,18,3.19716,0
static.icfeive.dev,18,3.19716,0
api.nana.tech,13,3.026987,0
www.ieenac.io,13,2.873141,0
cdn.luvu.net,12,3.084963,0
www.naofwi.edu,14,3.093069,0
static.ialo.com,15,3.106891,0
media.nipi.com,14,3.182006,0
api.sivoim.gov,14,3.039149,0
shop.usotudos.tech,18,3.19716,0
05de4ab1582b804ce9c12b8c7e7e350135b.97b1b34f013c19b4acc297c410ff45.a4aaaef8e8892ad483723e2f.exfil.ru,100,4.151603,1
mail.duimdiil.edu,17,2.866587,0
docs.loat.io,12,3.022055,0
www.peosco.net,14,3.039149,0
0280d4deb65a9816313217213b6e.a96b716d4b82b9b6a2e504dc7545c.6602621d637e61c153d63164.5adff2b6f8c2d89464d141393.c2server.net,122,4.156869,1
tuucbi.gov,10,3.121928,0
blog.eron.net,13,3.085055,0
558771db52f8004599d6f4a49896d14.dabd5584f5192ed14e6a258077.data-exfil.com,73,4.220446,1
assets.igdeesos.edu,19,3.005315,0
assets.imsa.info,16,3.125,0
0126e468a8c567b764e07f7.867291331119ac87b00ea129a5b.exfil.ru,60,4.179412,1
shop.ipho.dev,13,3.085055,0
docs.onri.info,14,3.039149,0
docs.yemoromo.com,17,2.889549,0
login.isle.co,13,3.085055,0
shop.iojeadeade.app,19,3.181366,0
DrHhX7QCtvdAUAUhUlo/ozgS.jO02HcrHViKzm0UHO3ifd+cHcH1r9v4.WSpQnrlU6m5KMt1p57RhX0B4yk2wwy.cmHx2AT9B=51C8LlUfWd0.tunnel.io,119,5.507636,1
4WvZYi=3aBh6+nQLnfgDuoJ0BRmbQMY./WR9v889xKgvAgmrx75S2Ii.zD7yek0j+Y8fVWAXrKDHdrdpp.c2server.net,94,5.531834,1
docs.sium.io,12,2.918296,0
www.abje.co,11,2.845351,0
blog.puju.org,13,3.085055,0
mail.daviriicro.com,19,3.195296,0
blog.zopo.info,14,3.093069,0
assets.etuc.net,15,2.82258,0
support.owouon.co,17,3.051602,0
assets.puwa.edu,15,3.056565,0
blog.zoseob.gov,15,2.973557,0
mail.amul.edu,13,2.931209,0
NirYkF=i0xvF1Lk0N4UF7fGrq.yrzoa/kf=rz3Wdg3TtddzeZumBOh.8hR7Y+2O/fF=BDl9M/7Mmt52A=y.data-exfil.com,97,5.424252,1
DdbyFE0D3M9z7BzlqOoXbShmEFx.G8/I=HluVp/JL3b3s9qmj8LQsTULh.yKcXVT02RCDMlAOV3bVd.NnbZIn22DKOPDuU2YdlgAZ1jRy4.tunnel.io,116,5.597524,1
cdn.adouja.com,14,3.093069,0
login.suous.org,15,3.056565,0
mail.vaovda.org,15,3.189898,0
dfca84dbb77fb714658d56e04471.f531a79790c4b9e07516.1199a5ac6b712459ab066cb2b1.4e7a4d4b661f454ae198d32.tunnel.io,110,4.202952,1
josoup.biz,10,3.121928,0
blog.johe.com,13,3.180833,0
media.demecu.dev,16,2.95282,0
support.upbu.edu,16,3.07782,0
media.eljewe.io,15,3.106891,0
HIDGw2/tf0tjlESldMAJKeChkgzS6rWD2i1.pMPeB3EBWDntBw/WYAjtzP/KQ.Uj2Fxn0OvCsrbdMLvYgvyss.tBNESqixizql7DT2u9Pdm.exfil.ru,116,5.549466,1
login.otteloonlo.dev,20,3.103702,0
static.voet.dev,15,3.189898,0
mail.civeovce.dev,17,3.175123,0
blog.neal.net,13,3.085055,0
www.leul.gov,12,2.855389,0
auth.dubi.io,12,3.084963,0
auth.hugo.com,13,3.085055,0
db83be90b8c542dd9afa2ac1.9430a73ba6cb6de352d9c9.2e6ccd9e67de5b528d106564b86.1e02f2cb279b03ee0977ddaae9d8.botnet.xyz,115,4.210326,1
shop.wosoup.net,15,3.189898,0
shop.buop.info,14,3.182006,0
auth.obigob.gov,15,3.189898,0
login.ofna.org,14,3.039149,0
support.utsu.tech,17,3.175123,0
m3DJQZxufI9Bp9LrQ0O9R+6.AiqWvyXQf8v2uVrp2=9t5Bi4cgnZ.5wvlklPpi7L/00RMGhX9+UI3W8WthN5LN.evil-corp.net,100,5.507369,1
auth.alur.net,13,3.085055,0
fuliohu.biz,11,3.095795,0
JuXMBMd+roLvxzWK0vSthANcK5ulf.inJAaPRd/B7xxGe4PYOQE8Yvcs.e5brU4+k0p0/AqSbEdw=d9.botnet.xyz,90,5.508194,1
2SqErB=Vx/3/4j/WdmRBG1neY.2Nju0xUffq1UII5AbaxnnOr/KN.rDlUE/I3ApNYwOAES2JzvH4gU.WL5KhhfaXf9n0cymGTClK0smwe55Ea.tunnel.io,119,5.585677,1
auth.itumfonutu.info,20,3.184184,0
assets.hiless.biz,17,3.051602,0
auth.ucub.com,13,3.026987,0
media.wiod.info,15,3.189898,0
555e3973c4bb704320edcd9383.ad0962e4520c40254a01db45683a0.exfil.ru,65,4.176902,1
assets.netoousso.org,20,3.041446,0
auth.todo.info,14,3.182006,0
mail.eaje.com,13,3.085055,0
2aec17c9efbf6514d7b55692.db47c340707459ed62a55e9a31abe.exfil.ru,63,4.200877,1
54516d7620849676bd3545e8f259d.c9afb493fb3f87454636.c5dfe0f3fcbc794dd67ac.22ea107569fca1cb349f010.tunnel.io,106,4.275605,1
media.ieku.app,14,3.093069,0
Sf1c/FcGPvv6GNFkrdApOuPyfW=5seVIp.tm65=htKhirdWLeSKb6DkP+5wjO/wsI.YCTN2b1V21xrFW4LTuFoL.botnet.xyz,98,5.443343,1
assets.tihihaiaut.biz,21,3.141619,0
support.soip.gov,16,3.155639,0
a5ad3275e369db3cd5598a66cce83e68.bad9369d23a54bd9c1cd08caa.botnet.xyz,69,4.109882,1
Cbb59inQVuDqxVKCjGJd4.VOX66f9sFU348jWPCuln.X8PE0GO7SwVBtqf=8CtgqxC9.data-exfil.com,82,5.331467,1
blog.onnu.net,13,3.026987,0
cdn.ossefo.com,14,3.039149,0
nff/cRXdKTuPCHA=p7Q/Q=9E.KcxfO6F2ax67UKuphYvplKAInBUPKPHGqp.ExmVfnfV9PsB2z5dtrHRkkBt4y.botnet.xyz,97,5.396521,1
docs.tadoye.edu,15,3.189898,0
dx+Dn3P3zo2sFGRTQ8aHBkUAQ10Om4kC4.oeKG7mGT5LDb=JBN2QST=6.trVCipmnAvp0ZXSnfStmA2thngyOvQHjKo.tunnel.io,101,5.57619,1
docs.nekuouve.edu,17,3.175123,0
blog.tiontokiloho.info,22,3.174674,0
login.odjo.org,14,2.950212,0
assets.heed.com,15,3.139572,0
blog.ubru.edu,13,3.026987,0
static.rier.app,15,3.106891,0
lautuapu.co,11,2.845351,0
remuni.net,10,2.921928,0
9amkAqa3U9AdwB2xLhq+IrR7SjR7zO8n7b.HmTvElTXQzIesBIaSg=gN9r7=N.RXrpjLC4xjTBV7Ec50bcHQwU4k/SjXOUe.exfil.ru,104,5.508965,1
login.ofgi.biz,14,3.039149,0
static.irio.org,15,3.056565,0
login.ioni.tech,15,3.189898,0
docs.giwo.info,14,3.182006,0
cdn.odneunanfa.dev,18,3.127987,0
shop.espe.net,13,2.873141,0
www.suid.com,12,3.022055,0
shop.caof.info,14,3.182006,0
9edeac7b4a29d6a5ea20ed72f.2084c85b0f064d38964bb4bee2fc0d191a4.exfil.ru,70,4.211726,1
support.popo.info,17,3.028639,0
K=tjqtit=5Mkp+1eNjq/pOedeNuh3k.9RS=M+0zg8KhrY70vXd81Q=QKonxc9.ZsZFSDI4/z+rZ6D2v85bo0o.botnet.xyz,96,5.416848,1
blog.ouer.edu,13,3.085055,0
api.ussu.biz,12,2.918296,0
cdn.jeing.dev,13,3.085055,0
auth.kato.tech,14,3.039149,0
cdn.cabe.tech,13,3.026987,0
shop.tionet.net,15,3.056565,0
mail.bimotion.info,18,3.127987,0
00ddc31d086a48fd1b81.fa60e3852e316d806ff7a37265.40aa4d414be394c48f9e84d44e.daf31ad5c7d0c7c985f46758ca23ef68.c2server.net,120,4.184214,1
shop.poos.tech,14,2.896292,0
mail.acgu.com,13,3.085055,0
support.gasoru.app,18,3.058814,0
IxjGzGpyBJBqY=8XSvbwFOk.FvnhlIZgaU=jUnyFI807m5WC9vy.tcTcdyTMuPGJsTg9Lo/3wK7l0anQuvd.f+WciOt81LFl9bF2GCVM3Y.tunnel.io,116,5.632868,1
nesssuinimmi.edu,16,2.905639,0
cdn.carimi.biz,14,3.182006,0
docs.cesi.tech,14,3.039149,0
auth.naance.net,15,2.872906,0
login.ieniilie.tech,19,3.070847,0
auth.tionie.net,15,3.056565,0
laengiacza.io,13,3.180833,0
api.abjoanac.io,15,2.973557,0
support.sous.info,17,3.175123,0
media.otamle.io,15,3.106891,0
mail.mentvama.dev,17,3.175123,0
assets.reov.com,15,3.189898,0
cdn.isie.dev,12,2.918296,0
www.pozo.info,13,2.815072,0
zFJfN9UL97pGS4n8nGECrlFm3S9Sk.5r7DqyJq3047xw25Wbiims30MxUczC.ZNKw2z2MHv0cMhB2ecK/cBh.evil-corp.net,98,5.43192,1
assets.nesskuluudes.net,23,3.033794,0
media.vutumuut.net,18,3.127987,0
support.buous.com,17,3.175123,0
B1eImHp+l7Dedv6GqMrVJ2rgWqJorZI.0fvEgBZH=xWSazH+ReBxpaaq/6BT.ME2tWDOgEyqFl4WcMmhaSkvQU.botnet.xyz,97,5.424252,1
static.ufuf.edu,15,3.189898,0
support.ulodpo.edu,18,3.155222,0
login.nion.tech,15,3.189898,0
auth.eaerva.gov,15,3.189898,0
da8fab9292d3501e7d7b6dfa04fd.1fd258ad35fa7edbf9c146bf4b10967ba4.54aa2ef6559b5c903efedc.078cf8dc052fd357115a6d98c0c7.tunnel.io,125,4.244608,1
static.iawoacox.co,18,3.04411,0
docs.abuefu.edu,15,3.189898,0
shop.luhiow.co,14,3.182006,0
docs.maho.org,13,3.180833,0
media.cail.dev,14,3.093069,0
7afe18ba32c3d1b84a68ecd950392646aa6.36a58a48da754315ccb96ccbc79b.5d995a97b329e7959dfb0.data-exfil.com,101,4.236536,1
jlQD6MiQpha2ZWHwmGa8jIZw9YTE.AUOOnE1WH9HFxU+hYdMNn.z6QzUCgvyopBiTQIrPjr3cjUEj8JS9X.evil-corp.net,96,5.492318,1
wr/lEj=m1QxC1/J20go8Yy5T7jQzCT0i.6WLqc3g9nWVK4B6Eyvck4Pzo4wHN7HV.evil-corp.net,78,5.451818,1
peouseric.edu,13,3.180833,0
blog.etfobo.net,15,3.056565,0
support.pepo.tech,17,3.146286,0
w=oEaHw2zzEikWKyAslfuLbbjg/Mp.FZ01yDlrPMehxaP0Xc=J.FDDQZrDEZSRWSFF222PR./+CuAcyWA/iZl0rtvdjHkigH.exfil.ru,105,5.377068,1
ew5SuXY5=OOJ09YIKWvprkHfbZboyCOBMO.7WX1CcIwi2pZ4HWWsPYv7dSh4=C8=5M.c2server.net,79,5.224234,1
support.otubgo.co,17,3.146286,0
cdn.eaucgu.dev,14,3.093069,0
TU5D9ObRy1dSMpLyfl3Yx.WWq+9CJV6ABGAsmgbtzESb.+PbK4sxE34l09YzxtkZL1ZVB835Q.qvrLprmqrUIQqojUKtnUjmbDRX624S3c.tunnel.io,116,5.65097,1
docs.cugood.net,15,3.189898,0
media.anment.io,15,3.106891,0
ec4e4764330d6d5a6101f49151.f72dad11b86570b4e0549560.exfil.ru,60,4.171672,1
www.weovac.co,13,2.623517,0
static.yadaab.io,16,3.125,0
www.vazaub.co,13,3.026987,0
static.icor.org,15,3.106891,0
blog.loziob.dev,15,3.189898,0
support.uavusour.org,20,3.146439,0
media.ilmiie.tech,17,3.101881,0
docs.bidoco.org,15,2.973557,0
login.sinogisu.com,18,3.19716,0
shop.domoyoen.co,16,3.149397,0
cdn.nigiue.biz,14,3.182006,0
login.lizi.org,14,2.896292,0
blog.oaovow.biz,15,3.106891,0
4503bb15cc9538189d31680ecbaf36b.af82aa32d21b223e3384535d1fa8e835a6d.062a238d7954776d5f4b4.ed7f34efbbe6b9e45dce0390.exfil.ru,123,4.192531,1
support.oupo.info,17,3.101881,0
bf5be6f17d165b8fb60b493b02af8a6e4.40a42839508bfb7a510e73a6.evil-corp.net,72,4.377317,1
auth.iodo.info,14,3.182006,0
mail.irinue.net,15,3.189898,0
docs.anceed.edu,15,3.006239,0
login.gege.tech,15,3.139572,0
assets.sacaviance.app,21,3.077573,0
fausioceua.co,13,3.085055,0
cotohaosco.dev,14,3.093069,0
mail.faimdi.info,16,3.0,0
ciamof.biz,10,3.121928,0
api.isam.org,12,3.084963,0
enrauewe.com,12,3.188722,0
api.cato.tech,13,3.085055,0
static.joio.io,14,2.842371,0
support.poip.biz,16,3.125,0
login.nougar.co,15,3.189898,0
shop.keotof.io,14,3.093069,0
assets.eshe.dev,15,2.706891,0
www.vielvi.info,15,3.006239,0
shop.buhi.biz,13,3.085055,0
auth.tuedot.org,15,3.189898,0
assets.tica.gov,15,3.189898,0
877b91840d74be3898e9e35d.61cbbcd0264cc1881bb0ce2533ecce2.0b6ba38a5e2f5c97de3f9cbb9aa4592.data-exfil.com,103,4.262917,1
assets.itpike.dev,17,3.175123,0
OEq7kg1MDRTiZVs7rF8gqxxobqSZm1E.ZAR49P25HD+fuAQzNX3=fyy.JMW8DjNzWQIU5wl1HMxnkas7QtGC0hByfL.c2server.net,103,5.736855,1
cdn.adilti.dev,14,3.182006,0
api.zeim.dev,12,3.084963,0
nuiooutionpa.io,15,2.789898,0
login.enub.net,14,3.182006,0
media.ablela.co,15,3.189898,0
login.etgiti.biz,16,3.125,0
support.bout.app,16,3.0,0
fa12d0373494aa63fcc1ddc8ad.896a53119164b365805fc.botnet.xyz,59,4.3003,1
